segment_id,순위,이름,이용자수,누적기록,거리_km,경사,시작_위도,시작_경도,끝_위도,끝_경도,경로
23256995,211,휴먼링 북-남(시계방향),1563,32405,1.45,0.6,37.481834,127.147366,37.469338,127.145626,_ivcFq_~eWLD`@IZ@RL^EZOpA_@\Yx@c@\?TNTVVPPFt@L|@HpAAR@PLdAf@Vh@
6377278,212,Segment,1544,3678,1.06,11.4,37.47763,127.095573,37.475564,127.085554,s`zcFqhdfWHZJJb@x@HJZP^@JNh@`@b@RDl@?NEDG?GTBHX^@LDH?h@CR@JXj@BHCD@DHR\X
12287096,213,Seonjeongneung Hill,1539,11497,0.48,4.2,37.509059,127.052889,37.510888,127.04891,myycFi}cfWABDLCFERBJLBLECJ@JLXFVb@l@?DDDANLVJD@JFNTLb@JVBb@VPVLLL?
21202028,214,진옥자전거캠프-서울둘레길3구간(해맞이광장-상일쉼터)(JOBC),1537,7367,1.62,-1.4,37.52858,127.15266,37.538757,127.16274,c}xcFcycfWWZG@EAKMQc@KGUA}@DiAAWBIDQPc@lAu@z@MHm@Bg@Ja@?wAG[OO[
3141365,215,개포4동 산211 4 Climb,1533,3820,0.58,18.8,37.470672366871966,127.06812992238676,37.46932016463988,127.06241067727572,_ovcFkzdfWLC@EEc@c@i@OYQYScAYw@Sg@AOFg@x@aDFe@?_ABw@Da@VYBO
21132649,216,양재천 중앙공원 - 별양교,1520,13350,0.51,-0.3,37.43051,126.994075,37.434098,126.99728,ebvcFcgbfW^mCPgBNqB@_@Fg@@aAHkA?{@B{@C_@?eCEa@B_AKy@G{@W_BU_Ai@sCo@{B
6377278,217,Segment,1509,2307,0.8,16.0,37.65086235,126.9808233,37.65487729,126.97923162,scxcFqi`fWBBPEzC^^Ad@KF@|@RhAIn@Dl@Gf@@n@Ax@J~A@
6377278,218,Segment,1497,4706,0.32,15.2,37.606393,126.985098,37.60439,126.984304,wmycFkyffWh@IfB_A^YTi@Bm@Km@a@[i@Ee@PkB~@_@\Gj@Hr@NX`@T
19512331,219,진옥자전거캠프-수서-대모산(대모산정상)(JOBC),1488,3573,1.27,11.7,37.47739,127.090788,37.47504,127.078327,gfwcFmelfWSMQQ]q@YE_D}C_AiA_@q@e@s@M[aEsH]o@y@qBe@}@g@o@u@mAs@sAy@qBeAgB[y@e@wAq@sAUUM[LWj@a@ZP|@~Af@l@P\x@hApAlC^r@JZ^r@Vz@n@pAt@dB^n@pAjCPT~@jBh@pAvBpDv@jAl@b@pAvAf@f@rA~@E^OZUZ
21312987,220,TRB - 북한산 향로봉 버티컬,1474,2667,0.19,38.7,37.62407,126.951526,37.62535,126.951654,udvcFcikfW]iAWk@gA}AaAmAaCkB_CsBsFaEaAu@qAkAgAw@w@w@qAeA}DsDMQ]{AUi@oAyAq@_A[i@qAiCi@}@Wg@MOOG
13632454,221,KR-Seoul: Yangjae Stream: Downstream-Upstream 5km,1473,10857,4.99,0.1,37.487555,127.055936,37.487032,127.056135,_dwcF{zffWE@Z_@Tm@@KA_@U{Af@@d@N\Z`@VR^t@h@NBv@a@Tc@Fw@He@Ae@ZOt@G`@G\Kj@W
6377278,222,Segment,1468,3302,0.38,15.9,37.481032,127.097738,37.478328,127.097767,ivucFadnfWXMd@[Ve@\}@RYl@Pd@DNFb@Bb@Tz@r@P`@PDHn@JLlA~@
7176502,223,서울대공원 Loop,1467,22465,2.1,-1.5,37.431253,127.009811,37.431391,127.009886,u`wcFy`lfWOQ}AaAi@k@@QNg@NYdAr@t@n@z@f@^ZjAnA`Aj@|BrB^TjClBxAtAf@X`@Zz@|@jBjD`@hAH\?FCABNRRf@ZDr@AHn@^j@p@At@SlAA~@Gl@GLKHc@LUOaDuEMi@Aa@@m@Ii@?SOi@[g@Oy@CWSi@m@wAa@e@}AsAc@YoBoBe@]{AuA_CiB]]_@W[]]SIM
21612765,224,서울식물원(CW#02),1434,13246,1.52,0.2,37.567504,126.832051,37.567485,126.832064,qxwcF}tgfWUkCL?FAHDT?BDl@lA\`@DJb@d@@LRb@?FJJLVFR^j@d@fAZ^`@XNPp@FLEf@Jd@l@?d@h@`@FJBLNPFPRNNTRLFJJF`@JNFn@HbAp@@Fl@\FHHJFTJBLJJBV`@JJVJLXHFl@DdAY`@ELILWl@WJQ^c@j@A
20091476,225,진옥자전거캠프-관악산(연주대깔닥계단)(JOBC),1427,2440,1.13,22.2,37.444605,126.95877,37.445045,126.964149,iavcF_mifWEBE^Y^[TGFCTKNEj@LbA?Li@rBi@fAYTQf@Ev@ILC`@Uj@BTSTCPODGj@[dAKh@Un@a@XW^i@nA]b@Ov@El@BXUd@IbAUb@Mj@Uf@WPSx@c@^QVCP@l@\pARh@Pl@Gl@@n@d@pBBl@Hx@R^Lj@D~@Al@Rd@@`@E`@NZn@\V^~Av@ZDTTD??XLl@JVP`@Z\LR\`@`@V\N^V~@ZHFh@VT^b@J
16194161,226,북악팔각정 - 정상,1426,3555,1.14,-1.2,37.601447,126.980943,37.60774,126.986435,{pwcFewlfWx@zAv@nAp@|@t@z@x@p@fClBvEpEfA~@fBrArDlDbBjAzBrA`@Z\`@zB~Dd@~@X~@XpBNf@HLTPp@TFFk@fCBnBIJYC[Ii@]u@{@mAkBEMS}C[_BQo@]y@Ug@k@}@s@_Ao@q@sBgB_C{Bk@c@y@i@
8079063,227,Around Seoul Olympic Park ,1419,6045,4.92,-0.0,37.51232,127.127474,37.512464,127.128267,svwcFkvhfWrAaA^SxB{@t@SrCkAb@OlAQxEmAbFkAbEwAn@M~@]vE{BTQh@Wd@Qb@UXGh@B
19460470,228,진옥자전거캠프- 서울둘레길3구간-일자산산2쉼터(JOBC),1408,2357,1.62,4.1,37.542126,127.167915,37.53276,127.15706,exxcFqrnfWi@qAq@oAg@qAwAaDSi@u@eCe@qCWuCq@uFcBwPi@_EEo@GcBOo@Gm@k@oCQm@_AcCkBmEaEsFaB{Aw@{@{AyAKGSg@[c@y@eAa@We@SaAs@cAk@e@QkA[kAMkAEg@Ec@Ge@CsBLi@Fe@Ja@PkBp@eB~@gBv@a@Le@FMKDq@Jk@TsCHk@^GdAZn@Hb@BnA?fA_@hBe@b@Gf@AnBQpA?rBVfARf@JnBh@b@TZb@ZXd@Tr@hAtA|AzBrBp@~@z@z@x@bA|BxChAjBn@lAdBnE`@rAfAdGFl@Al@Hl@Pf@Jj@Fl@R|Ah@jFRxALzAh@tDz@dJZfCNl@Pf@`AtBj@pAVf@f@rAp@fAf@rA
19042586,229,염강나들목~안합~염강나들목,1402,5340,3.0,-0.0,37.562222,126.865378,37.562193,126.865397,{qvcF{aufWZ`@BJHNNFFHBAFBBDCBBp@AFGHG\GNBXC\@FARHX?LCTBRQd@@ZAR@LFPJPBLENDFP@BDC@GVDDFBHJF@AEJDBDBNHHABBBGTDRBJB@LR@HF@BDDPLRi@nCA\J^?HMh@Cx@Il@?Z^r@DNFn@@NIz@Jz@DJAr@BJBl@Hb@?HF^DLB\FRNXFVLRBXZn@Dl@CJG?KLGRFRHHDNC@
21967516,230,서서울호수공원 몬드리안A,1401,101545,0.93,-0.0,37.527559,126.829863,37.527572,126.829829,aivcFs_sfWNR@LIJC\AXEPELKbA?p@PDZl@PFNX?LJJNb@HCFJJHFAPDPNLFJC?FRNJRCVDPA?@D@\AD@JFBFPPPLf@\h@BZLHLh@C@FJJPNFBVFAFGHDj@b@XP@FZZRf@b@`@BNLN@LB@BZJNBRBX?b@DZBLV`@HRB`AFN@TNb@@T^hAP^FFBPFJALJn@AhCPhA?`AJd@TJNLDPV\Tl@@LXZRjA?XFZDrAFXRVDPFDN\DVCDHVFH\n@VXDNFF@LDF@PHPDp@BC@DBTAJBJDLKT?NDD?HHZDBDABJHD@VFJBn@Il@@LHJ@DE^S\KZWXDVCPJd@BBBLHPD?BD?DDH@NHP
26381365,231,진옥자전거캠프-북한산우이령길(우이탐방로-우이령)(JOBC),1397,3247,1.12,11.3,37.677923,127.003481,37.683687,126.997577,unucFy~pfW@Jl@`BTh@BLCNHd@@~@HZLZ`@`@Nh@@j@BDV\j@b@^vA@h@IjAENDRVz@@JGT?JJ`@Fl@ATEROX?FBDJD@D@NANO`@?V
39317412,232,은평뉴타운 실개천 약한 다운힐_by Jake,1385,24427,0.86,-0.7,37.6321,126.927596,37.63475,126.920347,}dzcFittfWXSN]B_@O_@Y_@[WQc@MyAQe@OUEGa@Uc@A[Ny@XIX?FDl@J\p@v@v@bBLHZ?RFZTDHHDNVRA
13523379,233,Dirt Track Lap,1372,54172,0.43,0.0,37.527843,127.020142,37.527841,127.020145,cjzcFotsfWQJ}@T]RSRe@@GBO\w@HSRa@HUPSASPYHOh@?`@Bb@L\Dh@?d@D`@L\P?fB{@`B_@LGFUPYh@Dd@GpCaBVAPOBGEQQc@]e@U?_@JYL_@JMA?MHq@NqACEK?
37927610,234,왕숙길벗교-다산하늘초 1K 달리기@StepUpBpm,1361,10623,1.0,0.1,37.62027,127.14461,37.62873,127.145355,_avcF}unfWOc@Nw@BAHMh@U\a@`@qBDc@IOESB_@Gq@[{AEM@K\YfAS\Y`@EZINa@Fm@@Ya@]Sg@@k@RSJ?Pg@ZY`@QJo@LOJo@V]l@wA
6377278,235,Segment,1356,2581,0.33,20.3,37.46553,126.972839,37.464649,126.974327,ezvcFijvfW@p@PtAPzBAn@Jn@@b@Jl@AXNl@?`@Fl@Wr@Gn@c@x@Oh@ANVh@Xb@Vl@Np@Tb@l@`ALXXX|@VBp@O\Dn@\ZX`@PJPNCNDn@Il@Ad@CxABFGTBTIVG`AFZDFPt@J@CNFTVJDJHh@@ZJV
5921966,236,대모-구룡/Daemo-Guryong Ridge,1354,3236,1.82,0.8,37.474893,127.078504,37.469041,127.061876,uxvcFklufWHJD@N^d@|@D?PJ`A`@VTBVI`@Af@J~@FLJHBPJ^NN@h@Cb@?x@F`@LNB\?P[|@?ZFTN^LRLFBF@PE\VLNB@BBLE`@F`@Xb@FXLT@\ATK\?LDTATGFMh@Ff@DL?|@O`@CRFz@L`@TfAGZHfAAXF^?z@Jb@JlA^bA?l@Hd@\`AJf@?FKRCLDn@GVU^IXATBRRj@If@
20983445,237,진옥자전거캠프-청광종주(터미널삼거리-옥녀봉)(JOBC),1340,2516,1.2,18.4,37.448656,127.037621,37.439192,127.035902,y{ycF}vqfWKEMHOMyAuAkB}Bg@Y_@g@SOUMi@OiDm@{BY{@Ai@DqCJsBd@cA\c@Ji@Ba@Aw@MuA]O@KHERGzBOvB@JFNLBb@I^OrA_@pAi@nB{@~@g@fB[h@?t@GvBBlC^bBh@r@\vAbA|@j@xAlAt@z@fAdAbApAv@~@`@^x@nAt@x@rAtB`@v@hArCfAfDHJLA^UZ_@Iq@_AmC{AcD{AoCyAsBaCiCoA{Ae@Y
34663925,238,다산하늘초-왕숙길벗교 1K 달리기@StepUpBpm,1332,10598,1.0,-0.1,37.628775,127.145367,37.620191,127.144606,aqvcFuq~fWU@gAAm@GgACwBQW@cAWc@O}@_@eBiAq@e@uAm@iD{BsEaBMY@yBIuB@oCBk@Ho@A[DuARcARw@Di@G_@s@gBCYDwA@aCD{@C_EBYLQnBFjBNdDCfAD~@?TBNAhEb@nEHlBNlAAl@@rAAdBF\?h@Dv@?vCNhABj@Ff@@r@A|@Dh@Jv@Bz@LhBb@pA`@TH|A`AnAf@PLJRGxBDp@ANg@lBCT?t@CNERYj@GVMp@?XDp@Jd@l@jA@\KnACxAF|@H\GX@ZCl@Op@@^HZNVHt@d@nBt@vB@\g@hAMNkEKk@K_@C}BAa@CgA?qBM_ABs@IaA?gBEe@E{AGu@A_A@eAAaBGe@GMOESAS
29527884,239,3. 창릉천 토끼굴 출구부터 1km 구간_Team KFC,1314,14335,1.07,-1.2,37.633343,126.874524,37.62406,126.873664,k{vcF}szfWKFK@]P]j@Y`@[Pc@\e@Xi@b@SJQVa@Zg@Zy@d@WRs@`@OLIB_@Z{@j@WRIBg@`@o@b@C?_@Xm@h@W^i@^e@n@e@Lc@ZSH[Fo@Zc@Z[`@a@ZaAl@MLG@MJIB[T_@PWRw@b@GHYN]XMB]Xs@b@wAdAw@^s@j@o@\_@^YLqA~@C?IFIHw@h@MJe@VWTa@l@[PKL
23396432,240,인라인 1lap,1305,11384,0.31,0.0,37.644125,127.055908,37.644088,127.055861,_sxcF_twfWLFDKD?DAFDFB?BREVPHd@HJJLl@^L|@HTVDhAWxA}@PCX@d@Rf@L`A`@XRRTBL@VFZNZDL@x@L`AHXVp@RXP^|@fAb@v@FPXXLV
22506335,241,진옥자전거캠프-서울둘레길(고덕역낙타등코스)(JOBC),1282,2172,0.37,5.6,37.554826,127.158492,37.552285,127.159278,sgwcFa}}fWLPb@\lAt@LLRHRRf@ZHLPJDHVPd@l@^Z\lALl@Xb@\n@d@b@N^HFDNJNf@hA`@jAH@VQBP\h@LZP|@NlAJpABxBIlAE~BO~CFRDx@?t@En@ShB]`GOnAO\MvAA\KhAIvAM`AAb@QlBM~@[vAIf@i@`CGh@A\I\O~D
12736942,242,Coiner North Wall - Out East,1278,5160,0.46,0.9,37.545236,126.973372,37.545907,126.978455,mowcFywvfWd@@NCFIRe@n@m@|@M|Bb@j@OPBJj@\hARF`@g@^D`@K
1372186,243,북한동 468 5 Climb,1278,1894,0.62,13.2,37.655618698990615,126.95763833300671,37.65237198,126.96226796,}ywcFuf{fWDb@Xp@n@x@`AzALXPt@Pf@Hh@d@dAZ^NDfAIb@?LKTy@ASB_BGe@Mo@{@wBOaAo@_CQY]y@IIKGS?}@^]F[JSNUJMN
1454507,244,평창동 404 Climb,1271,2202,0.81,6.4,37.61446431666667,126.97956836666664,37.61732928333333,126.97507871666666,_evcFonzfWELd@lAJZ@L^bANh@Xl@~@lC^tATb@f@vAn@zAD?`@OPMNa@\UPADEVAf@O`@YFIfAc@BGTMJY@IIc@[]WOIIIOOc@E[EsAGc@A[EQEOUQS[Qo@Gc@EKYYM[G}@CKMMQCe@RQAKOOs@KQCAY@y@l@c@h@QFOJu@VIHKREPMN]R
18891172,245,산성tr1,1267,2996,0.91,4.8,37.457803,127.150029,37.462855,127.155233,krycF{nzfW@q@E]}@_BM[Ia@ISCk@K]?QHWNOn@_@t@k@r@[b@YXK\[XEj@a@RGTMNAVOv@[PMLCLMRMj@QTMp@Uf@YNADDFLHr@F\Jv@HRR`@Np@Rl@NhAb@zAPt@JZVbAPjA\dAf@tBLXH\Tb@RhAL`@`@t@BL@\b@tAH`@J~@Pl@L~@\|@JtA?l@Ip@GJ]ZkAl@YVk@TaClBe@XMLWHu@d@e@V}@p@[NYZ[Vc@Jq@ZS?IGEOIg@Ow@MaAa@qA]gBEw@Q]Sk@[iBCa@Qk@QwA]iAGq@K[Ii@Ki@M[G_@]aAGUEg@g@mBCe@Mc@?c@K}@G[CS_@}@Oy@_@}@Eg@Jk@R_@XS|A_Ad@_@j@Un@e@d@UXUl@[TGjAk@v@WZGj@Yf@]TIPKPADHJf@\`A`@`ATtATt@D\J^Jr@X~@^l@Lp@?VDZRbAb@nATbBBFVV`@VFJDV@l@Cn@Bh@DTVb@J~@Nd@BXVj@Hl@@j@@L^dANl@LZDR@x@Ml@QHY\m@d@SDULw@t@YPg@RWV}A~@MLmAn@e@d@YLo@R[\U\GF}@d@S?KICGM{@Qu@OoAKYc@k@EOA_@Sw@A_@WsAGi@QmAMa@SkAi@gBKy@Qq@
25882455,246,우이천 근화교(덕성여대 앞) ~ 우이교,1252,14131,2.05,-0.5,37.65154,127.014481,37.642634,127.030883,sjzcF}}wfWIi@Qa@CCUg@a@iCe@oBKm@Oo@M[AYKe@C_@KYQgAMUYwA_@iAMk@?EYu@Me@QqACk@Su@Ge@Y}ACa@MOQ?IBWLeBn@]Pc@Pk@RK@GDEH?PPrAHF\r@Nr@NZJ\PbAH~@Nb@Bb@F^Tl@Hv@VpAFd@\lAFv@FTT`@D`@FNFd@JTBRh@bBDPFz@`@nBBR^`ALTNRRATg@HGVIRORKlA_@ROTWHg@CW
30143937,247,Gachon to Sub Namhan,1248,2478,1.63,8.9,37.457594,127.149273,37.465169,127.158862,}}vcFe`zfWzA_Ap@s@bCoArBmAlBuAjBkAnAy@bAg@|BgBxA}@VKrDgC\S\O`Aq@jAq@nBwAlFiDv@k@|BuA^M
6377278,248,Segment,1233,2583,1.15,9.3,37.69644,127.04196,37.691956,127.033455,oiucFyq_gW?n@Fr@Nh@Zb@LXBn@UjCCfBJzAKl@@j@Pn@Jr@Nh@`AjC^rAGTUh@YZiBSmAGi@?g@IiACe@DkAEoBCmEg@wBCqAFe@Fe@@e@AwBMe@@yBKkAEkAOqB@iAKc@Ka@SmASc@Qg@WeC_BaAa@a@Yc@]eAk@u@q@a@UeAg@i@Ak@Ec@OKc@?_DE{@@eBFiCJuBT_APg@Jm@Im@k@oAMm@BaHTgELYZ?d@Df@?h@Bl@JpADpBPnAGnANbB@f@Hj@@b@Cj@?b@FpBHf@?`@Ld@?d@Dd@GhAMhALpADf@LjA@nAE`E^h@@n@Ef@@d@Eb@@j@BnB`@`Ct@|@b@jAt@^Rf@Nb@\BPI`CD\CTMZWb@Qh@GnAERg@hAIh@
26692997,249,북한산둘레길2 (신축계단길) ,1216,2218,2.22,-3.1,37.64237,127.00233,37.651599,127.011826,kuwcFwa_gWCyAGk@?[Ea@Am@B{@CQ@[BOHqAEi@BS@q@Pq@Jq@Z{@BUA[u@{AGUAWBuAFS@S@iAH}B?{ADaA
39317546,250,은평뉴타운 롯데몰 실개천 직선주로 (남-북)_by Jake,1198,26768,0.25,0.0,37.636083,126.917394,37.63836,126.917224,mtwcF_n`gWZOP?LC`@Bv@AhA[j@Eb@KT?RHlAJRL~A\RPVDX?DBR?t@FTHH?VFp@?BAJ@JAp@@VGb@?FD\?^Hb@@TDDBF@hAIHC^ATBd@Af@Fn@@D@z@?LAJHV?JFT?f@Hh@?B@HAB@BAB@BAR@h@AL@j@IB@n@BRBx@?BAB@x@?DDJ?VPF@dAAz@TH?FDH?PFN@\Nr@PBB`@NRHBDJ@NJXLDBJ@LFF?TLJ@VNd@^@DB?
19639462,251,진옥자전거캠프-망우산순환코스(언덕구간2)(JOBC),1197,6922,0.9,1.8,37.59243,127.115824,37.587053,127.110134,meucFij`gWGl@Ch@?|@Hl@@XI`ACfD[tAMZG|AIVQXMj@Iv@?ZDf@DT`@x@FPD`@K`BCvA?d@Fp@?n@Ab@Mf@?`@Hd@RZD~@FX\x@`@tAt@vBFZA|@FVHb@ITAxBNvFB|B@H@@^CBIEk@GgACoBCw@G}CBaAI[KSBoAK_ASq@G}@FoFAa@?}CGcBBqAGi@_@aAGa@?KHm@Dw@C_B@_BVsB?m@Ea@Og@E[AsABWQgCJYBqAXeCBy@Jg@@e@CG]AILC~@YvC
21639026,252,진옥자전거캠프-도봉산(천축사.석굴암갈림길-자은봉)(JOBC),1192,1688,0.32,54.2,37.696284,127.016588,37.698614,127.015441,evxcFgsdgW?GFUEUq@kAGSAY[[CWAeACWDUCYP{ACU@WPi@@]DUISCWCm@Za@DS?WLk@HSPI?WLOCWNMOKKOCUP?NJAWMMR?Pg@LOFSPIHDESLOH@@CRBPCHSJPFV\Y?WHT@o@NM@G@DD?@K?Q@AF@?OBKIQEWPGBDH?JMJLB?@IFG?KHIBKJMIIN?DGDADFESLL@DBUHGDUQKHHHANQ
9675341,253,망우산 시계방향 업힐,1191,6334,0.86,2.2,37.592918,127.116308,37.587656,127.110407,miycFwxcgWEMBUUu@a@MOMc@SJSBWHQNMFWFIRQJQPALQPE`@Q^[R?NCAWLMREFUHQDWCM@QE]BMASFG?KDEGG?CRW@KCKL[
31161354,254,구리왕숙체육공원~성신레미컨 2K 달리기 @Up_BPM,1187,9805,2.01,-0.1,37.63739,127.14861,37.620598,127.142588,_aucF_dagWCeEIq@By@EeAFWBo@G_A@m@A]@[DM?YB]
40115467,255,관악산둘레길 비봉산 임도업힐구간,1172,2898,0.75,9.0,37.410629,126.933345,37.410519,126.939951,agycFksbgWFu@Ry@HOd@u@FUCWOKLm@s@c@U@EIKGO?WUC?KHWJGAI[UCIIESAg@COGOEGIAUUOWUIIGIKSk@@c@DO`@QN?RFHGHMFu@FYAUHWNQFm@Ty@AMB[HS@MOy@Pg@TmAA[IUCUG]WQSAe@SOUNGBCH[JGNADUAM@UXETYB?NMF?RQNEf@e@PCNKFUPAPGFUDEBIAm@Ie@DSAIDGBOGe@RGHk@K[CQH}@H_@?o@FY?II[MOSe@CC[_A?cBBWEUKUIIQGMQ@e@QYOa@CQIMEWGKAIF[AOGQIIGY?OKQBUISBOAEGC?IG[?c@Qc@@[KQGUAq@HQNm@HOPCBm@NMPFRAFE@IAQMg@DOb@[`@OHDHSH?FMFANODYAWPU?SBS\aARMR?PGLIRYDCF?LIHER@FERCRGJMF[NWHCHMJ?JMNEXQDIBONQRCd@OJGXDTMBEJ@RM?UHSBM
18995662,256,진옥자전거캠프-산성역_쉼터byHS,1168,2327,1.62,7.7,37.457014,127.150271,37.465714,127.160765,ifwcF}{egWEBYDUJGRGHIX@VEd@E|@MRKFCDQLFDADGBERE?CD?NAHWTIXMNMh@MNCh@Oh@]ZEL_@L?HCBUHM?@FYJOAKNMD?NCNKVQTANO\IFM?MFUB_@f@?PEb@ELCRIZFJBNARSDOHG?GESUkAAm@SODMFK?IFG@MCQBMJS^SFEFO|@Gh@CFKLUPIN[NYl@?NK`A?b@Gb@APBZ?RBPCVER?JILMHYF_@TKJAFKHMBGLCNOVEN@HQn@GbA?b@WtA[f@ATMLMDMJ]BIBGDAx@M\Q`@o@r@QZQzABrAANGLY^]l@Id@Sh@Sp@Mz@Qn@Ub@k@d@[j@Or@Gp@S|@ITi@n@IRi@r@O?GFm@jAMPG?e@p@IFQDW@EAQ?IB
7150883,257,△북한산: Ui-Dong Road Climb,1164,2194,1.76,11.5,37.66085,127.006598,37.657528,126.991698,ojwcF{qdgWD?XNR?XHBGFTPLBN^XTFZ?B@VARODSFIBo@DKBSK{@FC?YDSES@UFULSJKJa@DKLBBGBSAGDGAEDQCg@@KB?BKA[D[HUBEB?FO?UCIHM@UO{@MOUi@OOEIYIQKGCKBCGUIQCACJSDi@DGBUDGBYBG?MDGBYDGHgABAH[CS
1620965,258,홍은1동 산1 70 Climb,1159,1960,0.68,12.0,37.60833233333334,126.95720423333331,37.60901666666667,126.95209486666666,a~zcFajvdWc@IaDYk@Ig@EiB[iAGE?QLSbD?nBClAIpAU|BCxAKbBE`@a@jBO`AKrBAb@@DJBP@HBXIf@IXC`@@f@RXF@B~@@zARTFTA\DXABAH_@FyAF{@DaBPuCh@iFLaCd@{GIY
20051823,259,stairs up Ansan,1158,3131,0.38,21.2,37.57489,126.943744,37.576816,126.946886,g}{cFmj|dWZt@b@l@Z\b@P`@L\BpBMd@Kb@Q^_@Tg@Pg@Jk@@o@Gk@Km@mAkB]Yc@Yc@Cg@@e@Fc@JiAf@]^{@vC
25882506,260,우이천 우이교 ~ 근화교(덕성여대 앞),1149,12012,1.99,0.6,37.642901,127.031218,37.651559,127.014767,wp{cFctudWUv@Mn@[j@YbACd@?\DTJLRHt@DrAZj@AZ@bEl@bBJLCDGFSLeAAYD[DGAw@@a@Js@Fk@?e@DOHmCFeA@k@L}@?]De@Ja@DuAFs@F[HeABq@Aa@GG_@KUEo@Eu@Q]EUKeAGqAWYEg@CWEQGQAKBOREHE`@UxAWf@GXCrAFZHZJxA?`@OvBCbBGd@Kd@En@WjBq@bBQn@CVBb@BDHH|Bh@H@l@CT@dC`@~C^ZAJKF[LkBFUHc@Dy@?u@NmABeBN_D\aE@q@`@sC?yAOUQCg@Oc@CgB[q@A]K_BOU?SGm@IK@KHCJEh@Uz@EXYx@It@?t@D^@h@F^Db@?t@ATUxBQpC?PBPS`@SvAMVMPWp@Kr@@d@@DFH\Lb@HfAHx@@\D`@Jx@Fx@JvAXl@HXAHKJu@JiBNsAHyAAmA`@_FB}@NaAPcDPoABm@@MN?IC?QKSQS]O[G[K[CIEcASq@CUCWGY?q@OoA_@g@HGHCj@MjAKTOTM\Ex@APHdACt@B\@v@Gx@C|@?l@MbCKj@Od@G`@IZa@x@YrA?t@BDVLv@NxC`@bAFrAZlC\PAFKBMBw@Fk@N_AToD@kB\cGVkB?q@TyADaARqA?GKSSIe@IqAMeASO@}ASs@GUIk@Ow@@MBQd@Id@g@`AETAbBE\LfBJl@?h@Ir@MdDM|@WfAK~@Qh@Wp@Mt@KVAP?PBPHLVLZBrAR`AFd@HbALd@Lr@B`CXNCDIFeANcAJaBJy@DuBJsA?{@^mEHuAPgAVwA@iACi@AGMOa@Mk@AUCeASo@@gBUg@CcB]_@AGFIv@[vAYx@Eb@Ch@Jn@@r@HxAMtCOnBKf@CZKp@o@|BQdACZA`@@VHJXFrBPp@TjCVvAT~AJNCHO@MFwAN{@HeANqDAyAAWBa@n@kEJWJi@NWL]Hg@BmCGOGGiAm@a@Wk@YYIk@EeBe@cAO]SIKQGSAOD[LKLITKl@E@KXc@bDC^@pAJbAIjBCpDA`@G`@Uv@
16233280,261,[hirun]우장산 축구장트랙,1132,164892,0.36,0.0,37.550584,126.845556,37.550612,126.845549,}{}cF}_udWRGHI\i@J_@@OFUCQ?WNu@^e@n@eBDU?i@G_@KYSY_@WSEa@@a@DSJc@z@Kf@?LN`@HJBNAjAUzA@FKdA?VJd@PNZB
